"gene_id","gene_name","log2FoldChange","foldChange","pvalue","padj","baseMean"
"ENSG00000167244","IGF2",1.61861853466617,3.07080847460384,0.000163144842237921,0.0254546071475314,111.027119953507
"ENSG00000167384","ZNF180",2.27378673828445,4.83590779810878,1.37130484070372e-05,0.00522055752855905,62.5311059576064
"ENSG00000168661","ZNF30",2.24757447750761,4.74883778935332,0.000171369488329942,0.0263065984706488,41.951185145787
"ENSG00000168685","IL7R",4.00903581606397,16.1005248794741,4.12500393997249e-07,0.000489702869585716,27.5426818842304
"ENSG00000168994","PXDC1",1.29239671163275,2.44934621232537,0.000162715083423042,0.0254546071475314,76.852310314608
"ENSG00000169047","IRS1",1.27000113345228,2.4116175500663,0.000413742977739031,0.043577180287148,114.683034406379
"ENSG00000171860","C3AR1",2.42748066795713,5.37953199631986,3.47840283146046e-07,0.000441409319312333,44.6919533142106
"ENSG00000176386","CDC26",1.88195012963016,3.68572933612086,3.26076683755996e-05,0.010520118093721,64.8119426221805
"ENSG00000176714","CCDC121",1.04232741530438,2.05954752195496,0.000122677347407469,0.0224534933452036,88.9390469111575
"ENSG00000178966","RMI1",21.6578847326367,3308818.51432062,1.68397397367814e-12,3.20544445889633e-08,10.6180750972674
"ENSG00000181544","FANCB",1.60263216048043,3.03696895426855,1.17776743030598e-05,0.00467058396580716,260.273825994593
"ENSG00000182253","SYNM",1.25583867833452,2.38805932724264,0.000201527310821506,0.0284632936815455,2155.2713918494
"ENSG00000183943","PRKX",1.8742080020282,3.66600309033379,2.00577742614078e-06,0.00136357047523535,308.027073718541
"ENSG00000184497","TMEM255B",3.82599775193978,14.1820850880566,0.000375527050743206,0.0415193860278459,17.0306989835924
"ENSG00000185697","MYBL1",1.12998086914516,2.18855838095482,0.000339873067284994,0.0394480721693284,113.931249884173
"ENSG00000196091","MYBPC1",1.49940335775365,2.82725763974805,2.37152479669876e-06,0.00141068670328628,398.502934231375
"ENSG00000196139","AKR1C3",1.66145895369782,3.16336264307471,2.10682695925302e-06,0.00138287762653038,144.964163734132
"ENSG00000196154","S100A4",3.9607301593717,15.5703574458593,0.000201710560147376,0.0284632936815455,22.5952836043049
"ENSG00000196664","TLR7",1.51755228732818,2.86304885235223,2.28544930902176e-05,0.00776848707093379,102.799311783864
"ENSG00000197956","S100A6",1.1161416499086,2.1676647537467,0.000351966774026775,0.0400231432544754,576.136724940158
"ENSG00000198420","TCAF1",2.4246372278053,5.36893979716868,0.00016676676692923,0.0258081740528284,31.005854010746
"ENSG00000198743","SLC5A3",1.80801730872692,3.50160732904239,6.62061025920181e-05,0.0159523185169502,1032.02751392458
"ENSG00000200087","SNORA73B",2.74040736912158,6.68259003032966,2.68333404524786e-05,0.00896092343005142,217.080578935494
"ENSG00000206503","HLA-A",3.78808476421934,13.8142445565723,3.40696452394805e-10,1.29703139426702e-06,25.5991420925054
"ENSG00000213995","NAXD",3.76951035068204,13.637528918453,7.0939142266921e-05,0.016627109879285,39.6629335773633
